YEAR,TEAM,OFF FGP,DEF FGP,OFF FTR,DEF FTR,OFF RP,DEF RP,OFF TOP,DEF TOP,OFF 3PP,DEF 3PP,OFF 2PP,DEF 2PP,OFF FTP,DEF FTP,OFF 3PR,DEF 3PR
2019,Gonzaga,59.0,44.2,35.3,25.9,31.5,26.8,14.9,19.0,36.3,30.4,61.4,43.4,76.1,69.7,35.3,34.9
2019,Towson,48.0,52.0,28.1,33.0,35.099999999999994,27.200000000000003,18.8,15.2,32.7,35.6,47.6,50.8,70.0,74.1,29.3,46.0
2019,Jacksonville St.,50.5,48.7,30.2,30.1,33.0,25.6,18.8,20.4,31.0,33.3,52.3,47.7,74.7,72.9,30.5,41.4
2019,Troy,51.0,52.7,31.7,32.800000000000004,27.200000000000003,31.1,19.9,17.1,33.2,37.8,51.7,50.1,72.4,70.0,40.9,38.4
2019,New Mexico St.,54.1,48.9,34.5,32.6,37.2,22.5,17.9,19.2,33.9,33.4,56.9,48.1,67.6,70.9,46.5,39.6
2019,Howard,48.5,51.8,33.800000000000004,37.8,29.2,33.4,16.8,19.8,36.8,35.5,45.5,50.8,73.0,71.1,30.3,39.2
2019,UNC Wilmington,50.5,56.00000000000001,32.800000000000004,31.9,31.7,26.700000000000003,18.5,14.499999999999998,35.0,38.8,49.3,54.4,73.2,73.4,37.0,43.0
2019,Lafayette,52.6,54.7,24.5,31.2,22.2,26.700000000000003,18.7,15.3,38.3,38.6,49.2,52.9,74.7,71.3,41.0,35.8
2019,Tennessee,55.3,48.1,33.300000000000004,34.9,31.6,30.2,15.8,18.0,36.7,35.4,55.4,44.7,75.8,65.5,32.2,40.2
2019,Houston,52.1,42.5,31.6,37.3,34.4,26.0,16.5,18.2,35.5,27.9,51.3,43.0,70.3,69.4,42.6,41.1
2019,Ohio,48.6,50.8,33.2,31.2,28.2,27.4,20.0,18.5,29.7,35.9,50.7,48.9,63.1,70.8,34.6,39.5
2019,St. John's,51.9,50.7,29.5,39.7,21.8,29.4,14.3,21.2,35.8,34.2,50.7,50.3,71.9,71.0,38.5,42.2
2019,North Dakota,51.3,52.5,27.200000000000003,30.0,21.0,25.4,17.9,17.299999999999997,36.0,35.3,49.6,52.2,68.9,78.6,36.9,32.7
2019,Colorado St.,54.400000000000006,53.1,31.9,29.5,23.9,27.1,17.0,16.2,35.2,35.0,55.5,53.5,69.1,71.6,39.4,41.1
2019,Old Dominion,47.1,45.6,28.9,32.4,32.1,24.8,17.8,18.5,34.9,32.4,44.0,43.6,66.3,66.7,37.3,40.5
2019,Temple,49.9,50.6,32.5,33.900000000000006,26.9,29.2,15.7,20.6,33.0,32.9,50.1,51.5,72.7,68.0,37.4,38.3
2019,UNLV,49.5,51.0,34.9,31.6,35.5,27.700000000000003,18.6,17.599999999999998,33.7,35.7,48.8,49.7,68.5,69.2,40.2,34.1
2019,Montana St.,53.400000000000006,57.1,34.9,28.3,26.3,26.6,17.1,17.2,37.6,37.8,51.1,57.4,74.1,70.4,43.8,44.7
2019,Texas Tech,53.5,43.0,32.9,36.6,27.4,28.7,17.7,22.8,36.5,29.7,52.8,41.9,73.2,69.4,36.0,40.3
2019,Cal St. Northridge,51.5,51.6,31.8,32.2,28.4,32.5,16.7,17.1,36.1,38.4,50.3,48.2,63.7,74.2,30.8,36.1
2019,Campbell,52.8,54.6,31.2,36.0,23.7,28.9,14.8,19.5,33.8,37.3,54.8,53.6,75.2,73.9,48.3,41.9
2019,BYU,52.8,50.7,40.0,35.4,23.7,27.0,15.3,17.599999999999998,33.0,36.6,54.7,48.3,72.7,73.6,36.4,36.6
2019,Little Rock,54.400000000000006,52.3,42.5,40.3,24.3,27.200000000000003,22.6,19.4,35.6,35.3,54.9,51.7,65.5,71.0,34.2,43.3
2019,Cal St. Fullerton,49.1,48.3,38.5,35.7,24.5,27.0,19.1,16.8,30.8,32.0,50.3,48.5,71.1,68.4,30.8,32.1
2019,UC Riverside,51.2,54.400000000000006,22.7,33.4,25.1,26.5,20.3,16.0,38.0,37.2,47.2,53.7,68.2,68.7,40.4,35.7
2019,UC Irvine,51.3,44.1,28.7,33.0,33.7,27.0,17.5,16.7,35.9,33.9,50.1,40.7,70.6,71.1,32.4,33.4
2019,Maine,48.6,55.3,25.6,38.6,25.9,27.200000000000003,22.2,19.1,31.0,38.7,49.9,52.7,63.9,71.3,37.8,48.1
2019,Cal St. Bakersfield,46.6,51.3,29.2,52.5,37.9,29.6,19.0,20.1,31.0,36.0,46.7,49.5,67.6,74.0,32.3,40.7
2019,Seattle,49.1,46.7,34.300000000000004,38.5,29.3,26.5,17.5,15.8,36.8,33.6,46.1,44.9,71.6,72.2,33.3,33.3
2019,Denver,50.2,56.49999999999999,26.200000000000003,28.3,26.4,22.9,19.7,15.7,36.2,41.8,47.8,51.7,76.3,73.2,36.3,43.4
2019,Hawaii,52.3,50.8,31.2,32.9,26.9,24.7,17.599999999999998,17.4,35.0,34.5,52.2,50.3,69.8,67.8,42.8,34.4
2019,Marshall,51.9,52.0,30.5,32.4,22.9,32.300000000000004,15.9,20.8,34.2,35.5,52.3,51.4,72.2,71.8,44.7,35.3
2019,San Diego St.,49.9,48.2,35.2,33.300000000000004,28.9,28.4,18.3,18.8,35.6,33.0,47.9,47.2,72.0,69.6,37.2,41.9
2019,Hofstra,55.900000000000006,52.1,37.7,25.0,26.8,29.9,13.8,18.3,38.7,35.3,54.5,51.5,80.6,70.4,38.8,37.0
2019,Florida Atlantic,47.9,48.2,28.6,31.4,29.0,25.4,20.7,18.1,32.6,31.6,47.0,48.7,76.2,69.4,45.5,40.6
2019,Elon,52.0,53.6,24.3,29.4,22.4,28.3,18.4,15.2,34.6,37.8,52.2,51.5,69.3,73.3,50.0,40.2
2019,Iowa St.,54.7,48.4,30.0,23.6,28.3,30.1,16.3,18.8,36.2,33.6,55.0,47.1,73.2,71.7,39.6,39.2
2019,Bradley,49.7,47.6,36.3,35.6,26.700000000000003,26.700000000000003,18.8,18.4,37.0,32.8,46.5,46.5,69.1,72.8,35.3,39.4
2019,Nevada,53.7,47.7,40.8,28.000000000000004,27.200000000000003,24.9,14.6,19.2,34.7,33.2,54.9,46.3,70.8,67.6,42.8,39.9
2019,Saint Joseph's,48.0,51.7,31.7,27.1,22.0,24.4,13.5,15.7,32.2,36.0,47.8,49.9,75.1,72.7,44.7,44.1
2019,Northeastern,56.49999999999999,52.1,34.300000000000004,27.800000000000004,22.7,24.6,16.6,16.7,38.2,33.7,55.8,53.0,75.1,73.5,46.4,35.9
2019,Illinois St.,49.1,51.3,28.6,32.800000000000004,26.0,26.1,18.4,18.2,32.7,34.0,49.1,51.5,72.2,71.3,38.5,40.5
2019,Wofford,57.49999999999999,49.9,27.800000000000004,31.8,31.8,25.2,16.1,19.1,41.4,32.6,53.9,50.6,71.0,70.9,43.9,39.9
