Year,Round,SeedDiff,Team1,Team2,Team1Wins
2024,4,16,UConn,Iowa St.,0.5
2024,4,16,North Carolina,Arizona,0.5
2024,4,16,Houston,Marquette,0.5
2024,4,12,Gonzaga,Tennessee,0.5
