Year,Round,SeedDiff,Team1,Team2,Team1Wins
2024,5,15,UConn,Auburn,0.5
2024,5,15,BYU,Iowa St.,0.5
2024,6,15,North Carolina,Saint Mary's,0.5
2024,6,15,New Mexico,Arizona,0.5
2024,6,15,Houston,James Madison,0.5
2024,6,15,Kentucky,Marquette,0.5
2024,2,15,Purdue,Gonzaga,0.5
2024,2,15,Creighton,Tennessee,0.5
