Year,Round,SeedDiff,Team1,Team2,Team1Wins
2024,3,18,UConn,Auburn,0.5
2024,3,11,BYU,Iowa St.,0.5
2024,3,18,North Carolina,Alabama,0.5
2024,3,14,Baylor,Arizona,0.5
2024,3,18,Houston,Duke,0.5
2024,3,14,Kentucky,Marquette,0.5
2024,3,19,Purdue,Gonzaga,0.5
2024,3,14,Creighton,Tennessee,0.5
